core_id,category,user_question,standard_answer,agent_reply,triggered_transfer,intent_match,key_info_coverage,followup_correct,escalation_correct,safety_ok,overall,judge_comment,error
CORE-0358,APP設定,APP一直顯示門鎖離線。,可以，我用比較白話的方式說明：離線可能與電量、Wi-Fi、路由器、閘道器距離或門鎖休眠有關。請先確認是否能現場開門。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"您好，很高興為您服務。

關於電子鎖 APP 顯示離線的問題，通常與網路環境設定有關。由於不同品牌的電子鎖對網路的要求略有不同，為了能更精確地協助您，請先提供以下資訊：

1. **您的電子鎖品牌為何？**（例如：Philips、Kaadas、3E、Dormakaba、Milre 或 Chatlock 等）
2. **您的電子鎖型號？**（通常標示在電池蓋內側、說明書或保固卡上）

在您提供資訊的同時，您可以先檢查以下幾點常見的網路設定：

* **Wi-Fi 頻段確認**：大多數電子鎖僅支援 **2.4 GHz** 的 Wi-Fi 頻段，若您的路由器是 5G 頻段，電子鎖將無法連線。
* **頻段合併設定**：請確認家中路由器的 2.4G 與 5G 是否已「分開設定」。若兩者名稱（SSID）合併在一起，容易導致電子鎖連線不穩或異常耗電。
* **路由器相容性**：若您使用的是較新規格的路由器（如 Wi-Fi 6/7/8），部分電子鎖可能會因為協定不相容而斷線。建議確認路由器後台設定，或嘗試使用僅支援 2.4G 的入門級路由器進行測試。

若確認以上設定後仍無法排除，請提供品牌與型號，我將為您查詢更詳細的排查步驟，或是為您安排專員到府協助。",False,1.0,0.5,0.5,1.0,1.0,0.8,回覆專業但未涵蓋電量與現場開門等基礎排查，且追問資訊超過規範限制的單一項目。,
CORE-0102,APP設定,手機端異常時，要先看 2.4G、藍牙還是閘道器？,可以，我用比較白話的方式說明：引導參考 GDrive 上的 APP 遠端操作手冊步驟。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"當手機端或電子鎖連線異常時，建議的排查順序與邏輯如下：

1. **先確認 Wi-Fi 環境（2.4G 頻段）**：
   電子鎖僅支援 **2.4G Wi-Fi**，且非常挑剔路由器設定。如果家用路由器將 2.4G 與 5G 頻段「合併」在一起，會導致電子鎖出現連線不穩或異常耗電。請務必確認您的路由器已將 2.4G 與 5G 分開設定，且不建議使用 Wi-Fi 6/7/8 等較新的高規協定（因相容性較差）。

2. **關於藍牙與閘道器**：
   - **藍牙**：通常用於手機在「近距離」解鎖或設定。若近距離無法操作，才需優先排查手機藍牙開關或 APP 權限。
   - **閘道器**：若您的電子鎖需要透過閘道器（Gateway）連網，請檢查閘道器是否已正確連接 Wi-Fi（同樣需確認為 2.4G）以及是否與電子鎖配對成功。

**排查建議流程：**
*   若您的問題是「遠端無法連線」或「APP 顯示離線」：請優先檢查上述的 **2.4G Wi-Fi 設定**。
*   若您的問題是「近距離無法解鎖」：請檢查手機藍牙是否開啟，並嘗試重新開啟 APP 或重新連接。
*   若上述排查後仍無法解決，且伴隨有異常耗電、警報聲響等情況，建議提供您電子鎖的「品牌」與「型號」，以便為您確認是否有更具體的品牌專屬故障排除步驟。

若您不確定如何調整路由器設定，或多次排查後仍無法恢復，建議由專員協助到府確認，請您提供以下資訊以便安排：
1. 電子鎖品牌與型號。
2. 具體異常現象（例如：手機顯示什麼錯誤訊息？）。
3. 您的姓名與聯絡電話。",False,1.0,0.5,0.5,1.0,1.0,0.8,回覆專業但未依規範引導至手冊，且追問資訊過多，未遵守僅詢問品牌型號的規範。,
CORE-0130,多意圖,FA9000 的說明書在哪？這台可以用手機開門嗎？,可以，我用比較白話的方式說明：提供手冊連結並解釋該型號的連網開鎖功能。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"關於您詢問的 FA9000 型號說明書與手機開門功能，由於目前系統無法直接讀取到該型號的詳細規格資料，為了能給您最精確的協助，我已為您轉接真人專員處理。

專員將會為您查詢相關資訊並提供進一步說明。若您有相關的聯絡資訊或購買紀錄，也歡迎補充提供，以便專員能更快速協助您。",True,0.5,0.0,0.0,1.0,1.0,0.5,Agent未嘗試回答問題即直接轉接，未提供手冊連結或說明功能，且未依規範追問品牌資訊。,
CORE-0127,多意圖,AS701 怎麼改密碼？另外你們週日有營業嗎？,可以，我用比較白話的方式說明：同時教學 AS701 改密碼步驟，並確認週日營業時間。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"好的，這部分我幫您轉接給真人專員處理 🙋

為了讓專員能更快協助您，先跟您核對一下目前掌握的資訊：

(目前尚未掌握您的聯絡與裝置資訊)

請問以上資訊正確嗎？若有需要補充或更正的地方（例如聯絡電話、地址、鎖的品牌型號），再麻煩您告訴我，我會一併交給專員，由專員盡快與您聯繫 🔧",True,0.0,0.0,0.0,0.5,1.0,0.3,未嘗試回答用戶問題即直接轉接，違反多意圖拆解與必抓資訊追問規範，且轉接時機過於草率。,
CORE-0121,多意圖,我想預約師傅安裝，順便告訴我你們門市在哪？,可以，我用比較白話的方式說明：同時回應預約流程與林口門市正確地址。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"好的，這部分我幫您轉接給真人專員處理 🙋

為了讓專員能更快協助您，先跟您核對一下目前掌握的資訊：

(目前尚未掌握您的聯絡與裝置資訊)

請問以上資訊正確嗎？若有需要補充或更正的地方（例如聯絡電話、地址、鎖的品牌型號），再麻煩您告訴我，我會一併交給專員，由專員盡快與您聯繫 🔧",True,0.5,0.0,0.0,1.0,1.0,0.5,未回應門市地址與預約流程，且追問資訊未遵循「只問聯絡人」的規範，僅轉接真人處理。,
CORE-0139,領域外,今天天氣怎麼樣？會下雨嗎？,不好意思，這題超出我目前的服務範圍，我不會亂回答。若您有電子鎖、開鎖、換鎖、打鑰匙、印章、汽車晶片鑰匙、門禁磁扣或 APP 設定問題，我可以繼續協助。,"抱歉，我無法提供天氣預報資訊。我的專業服務範圍主要集中在鎖具產品諮詢、故障排除、安裝與維修預約，以及相關的鎖匙與印章服務。

若您有鎖具方面的問題（例如電子鎖操作、設定、故障排除，或需要鎖匠服務），歡迎隨時告訴我，我很樂意為您提供協助。",False,1.0,1.0,1.0,1.0,1.0,1.0,回覆精準拒絕領域外問題，並明確引導回鎖匠服務範圍，符合規範要求。,
CORE-0147,領域外,你能不能先不要管門鎖，幫我處理別的事？,不好意思，這題超出我目前的服務範圍，我不會亂回答。若您有電子鎖、開鎖、換鎖、打鑰匙、印章、汽車晶片鑰匙、門禁磁扣或 APP 設定問題，我可以繼續協助。,好的，沒問題。請問您需要我協助處理什麼樣的事情呢？請直接告訴我，我會盡力協助您。,False,0.0,0.0,0.0,1.0,0.0,0.2,Agent 未識別領域外意圖，反而承諾協助非鎖匠業務，違反服務範圍規範且存在安全風險。,
CORE-0451,領域外,牛肉麵要怎麼煮才好吃？,不好意思，這題超出我目前的服務範圍，我不會亂回答。若您有電子鎖、開鎖、換鎖、打鑰匙、印章、汽車晶片鑰匙、門禁磁扣或 APP 設定問題，我可以繼續協助。,"煮出一碗好吃的牛肉麵，關鍵在於湯頭的層次、牛肉的火候以及麵條的口感。以下是幾個核心訣竅：

1. 牛肉的處理（去腥與入味）：
   - 汆燙：牛肉一定要先冷水下鍋，加入薑片、蔥段和少許米酒汆燙，煮出血水後撈起洗淨。
   - 煸炒：將牛肉與辛香料（薑、蒜、蔥、八角、花椒、桂皮等）一起炒香，這能讓牛肉更香，之後燉煮也更容易入味。

2. 湯頭的靈魂：
   - 豆瓣醬與辛香料：建議使用品質好的豆瓣醬，先煸炒出紅油，這是紅燒牛肉麵的香氣基礎。
   - 慢燉：湯頭要好喝，燉煮時間不能少。建議使用牛骨或雞骨熬製高湯作為基底，加入炒好的牛肉、滷包與辛香料，小火慢燉至少 1.5 到 2 小時，讓膠原蛋白釋放，湯頭才會濃郁溫潤。
   - 靜置：牛肉麵煮好後，若能關火靜置半小時甚至隔夜再吃，味道會更加融合，牛肉也會更軟嫩。

3. 麵條選擇：
   - 建議選擇口感較Q彈的寬麵或手工拉麵，這樣比較能吸附濃郁的湯汁。煮麵時水要多，水滾後下麵，煮至八九分熟撈起，避免麵條過爛。

4. 畫龍點睛的配料：
   - 酸菜：牛肉麵的絕配，建議先用糖和辣椒油炒過，能提升湯頭的層次。
   - 青菜：燙一點小白菜或青江菜，增加清爽感與營養均衡。
   - 蔥花：起鍋前撒上一把新鮮蔥花，增加香氣。

另外，提醒您，我主要負責鎖具維修、門禁系統及相關 locksmith 諮詢服務。如果您有關於智慧鎖、傳統門鎖、鑰匙複製或門禁系統的問題，歡迎隨時詢問！",False,0.0,0.0,0.0,1.0,1.0,0.4,Agent 未遵守領域外規範，詳細回答了非業務相關的食譜問題，未將服務範圍置於首位，嚴重偏離專業客服設定。,
CORE-0188,補充案例,明明關門了還顯示上鎖失敗。,可以，我用比較白話的方式說明：常見原因是門沒有完全貼合、鎖舌碰到受口、門框位移或電池不足。請先開門測試鎖舌伸縮，再拍門側與受口照片。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"您好，理解您的困擾。即便門已關閉卻顯示「上鎖失敗」，通常與門扇與門框的對位有關。

為了能更精確地協助您，麻煩請您協助提供以下資訊：

1. **您的電子鎖品牌與型號**（例如：Philips 702E、Dormakaba RL360 等，通常標示在電池蓋內側或說明書上）。
2. **目前的狀況**：當您關門後，鎖體是否有發出警報聲？或是門鎖有試圖動作但卡住？

在您確認型號的同時，您可以先嘗試以下通用排除方式：

* **重新推緊門扇**：有時候是因為門扇沒有完全靠在門框上，導致鎖舌無法順利伸入受口片。請您試著將門用力推緊或拉緊，再觀察是否能順利上鎖。
* **檢查是否有異物**：確認門縫四周是否有地墊、隔音條或外物卡住，導致門扇無法完全密合。

若試過上述方式仍無法排除，或是您操作時有聽到異常的馬達卡頓聲，建議您將上述資訊提供給我，我會協助為您安排技師到場評估。",False,1.0,0.5,0.5,1.0,1.0,0.8,意圖正確且安全，但未依規範僅追問品牌型號，且漏掉要求提供門側與受口照片的關鍵資訊。,
CORE-0197,補充案例,可以自動產生入住退房密碼嗎？,可以，我用比較白話的方式說明：多數智慧鎖 APP 支援一次性、限時或週期密碼，但是否需要網路或閘道器要看品牌。請提供品牌型號與 APP 畫面。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"您好，關於您詢問是否能自動產生入住與退房密碼，這通常取決於您所使用的智慧電子鎖型號以及是否搭配了相關的物聯網（IoT）管理系統。

許多針對民宿或短期租賃設計的電子鎖，確實支援透過專屬 APP 或後台系統設定「限時密碼」，該密碼僅能在您設定的入住時間至退房時間內有效。

為了更精確地協助您，請問：
1. 您目前使用的是哪一個品牌的電子鎖？（例如：Philips, Kaadas, Milre 等）
2. 您是否有搭配特定的門鎖管理 APP 或租賃管理系統？

若您需要進一步諮詢產品功能或遇到操作上的困難，我可以為您查詢相關的操作指南，或是協助您轉接給專員確認您的系統設定。",False,1.0,1.0,0.5,1.0,1.0,0.9,回覆專業且符合意圖，惟追問時未遵守「只問最關鍵一項」的規範，一次詢問了兩項資訊。,
CORE-0181,補充案例,Chatlock售後是怎麼保固？,可以，我用比較白話的方式說明：感謝您諮詢Chatlock日本精品電子門鎖。 我們非常重視每位用戶的使用體驗，所有產品皆享有正式保固與售後維修服務。 🔧 保固說明： Chatlock 產品自安裝完成日起享有原廠保固(依產品型號或購買通路為準)。 保固期間內，若因非人為因素造成的產品故障，我們將提供免費維修或更換服務。 🧰 維修安排： 若您需要維修或檢測服務，請先透過官方Line聯繫我們的客服中心。 客服人員將協助您進行初步檢測與報修登記，並依地區安排授權技師到府服務或指定維修中心處理。 💡 建議您在報修時提供以下資訊，以加速處理流程： 1️⃣ 安裝日期/購買通路 2️⃣ 產品型號與序號（位於門鎖內側標籤） 3️⃣ 故障情況之照片、影片說明 Chatlock 致力於提供穩定、安全、安心的售後支援，讓您在使用期間都能享有最完善的服務品質。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"關於 Chatlock 電子鎖的保固，建議您先確認您的購買與安裝來源，因為這會決定保固的適用範圍：

1. **若您是向「鎖市」購買並委託我們安裝**：
   您享有包含產品與安裝品質的「整鎖」保固。由於各品牌與型號的保固年限、零件涵蓋範圍以及對於人為損壞的認定略有不同，建議您可以提供當初的購買憑證或安裝單據，我們會協助您查詢。

2. **若您是自備鎖具，僅委託「鎖市」代工安裝**：
   我們提供的保固僅涵蓋「安裝品質」（例如安裝後門鎖無法正常操作等問題）。產品本身如果出現電子模組故障、面板異常或馬達損壞等情況，建議您需聯繫「原購買通路」或「原廠」處理，這部分不在我們的保固範圍內。

如果您需要進一步確認保固細節、查詢年限，或是詢問相關費用，建議請您直接聯繫我們的真人客服，由專員為您查詢並說明。",False,0.5,0.0,0.0,0.0,1.0,0.3,回覆內容偏離標準答案，未涵蓋必抓資訊，且未依規範觸發真人轉接，僅建議用戶聯繫真人卻未實際執行。,
CORE-0294,門市鎖印服務,磁力鎖要怎麼裝？,可以，我用比較白話的方式說明：門禁主機、感應讀卡機、磁力鎖或電鎖安裝需看現場線路與使用人數，建議提供照片並由師傅評估。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"您好！關於磁力鎖的安裝，由於這涉及到門扇結構、電壓配置以及安全性，建議由專業技師到現場進行評估與安裝，以確保安全與鎖具運作正常。

為了能協助您進一步處理，麻煩您提供以下資訊，我會為您安排專業人員評估：

1. 您目前的門扇類型（例如：木門、玻璃門、金屬門）。
2. 安裝位置的環境照片（包含門扇及門框周邊）。
3. 您的聯絡電話。

您可以將以上資訊提供給我，我會協助將您的需求轉交給我們的專員，由他們與您聯繫安排後續事宜。",False,1.0,0.5,0.0,1.0,1.0,0.7,回覆專業但未遵循追問規範，一次索取過多資訊且未包含標準答案中的白話說明與服務項目確認。,
CORE-0271,門市鎖印服務,汽車晶片鑰匙可以複製嗎？,可以，我用比較白話的方式說明：汽車晶片、遙控器或感應鑰匙需看車款年份與鑰匙型式。請提供車廠、車型、年份、是否還有備用鑰匙。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"汽車晶片鑰匙是可以複製的，但有一些前提與限制。

為了確認我們是否能為您的愛車提供服務，請您提供以下資訊：
1. **汽車品牌**
2. **型號**
3. **年份**
4. **鑰匙的照片**

**請留意以下服務限制：**
* **必須有鑰匙：** 我們需要您提供一顆目前「可正常使用」的原廠鑰匙才能進行複製；若您目前完全沒有可用的鑰匙，我們無法處理。
* **特殊車款：** 部分特殊車款（如 VW 系列）因需要特定設備，我們目前無法處理。
* **到店測試：** 為了確保晶片與頻率設定正確，通常需要您將車輛開到我們的店面進行測試與設定。

若您確認資訊後，歡迎提供給我們，我將為您評估並說明後續流程。",False,1.0,1.0,0.0,0.0,0.5,0.5,意圖與資訊涵蓋完整，但未依規範僅追問關鍵項目，且未觸發轉真人，部分服務限制描述有過度承諾風險。,
CORE-0304,門市鎖印服務,鑰匙斷在鎖孔裡怎麼辦？,可以，我用比較白話的方式說明：鑰匙斷在鎖孔內需看斷裂位置與鎖種，請不要自行硬挖，避免傷到鎖芯。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"鑰匙斷在鎖孔內，請不要自行嘗試強行取出，以免傷及鎖芯造成更嚴重的損壞。

針對您的情況，這屬於需要專業技師處理的服務，建議您採取以下步驟：

1. **請先暫停操作**：避免使用尖銳物或鑷子自行挖取，這通常會將斷裂的鑰匙推入更深處或卡死鎖芯。
2. **與我們聯繫**：此狀況需要技師到場評估並協助取出，請提供以下資訊給我們，以便安排後續服務：
   * 您的聯絡人姓名
   * 聯絡電話
   * 服務地址
   * 門鎖的照片（最好能清楚看到斷裂鑰匙在鎖孔中的狀況）

收到您的資訊後，會有專員協助您安排師傅到場的時間。若您有緊急進門的需求，請在聯繫時特別說明。

您可以透過我們的 LINE 或電話與專員預約，我們會盡快協助您處理。",False,1.0,1.0,0.0,1.0,1.0,0.8,回覆專業且符合安全規範，但未遵守「缺資料僅追問服務項目」的規範，一次索取過多資訊。,
CORE-0420,多意圖混合,卡片設定好後也想保留鑰匙。,可以，我用比較白話的方式說明：AI需回覆卡片設定與長輩備援使用方式，必要時安排教學。 如果方便，請補照片或截圖，我們會更容易判斷是不是同一個狀況。,"沒問題，大部分電子鎖在設計時都會保留傳統鑰匙孔，作為最後的備用解鎖方式。

安裝電子鎖時，您完全可以選擇將傳統鑰匙保留在身邊，這樣即使遇到電子鎖沒電、電子系統故障或卡片遺失等特殊情況，您依然可以透過傳統鑰匙進門。

我們在安裝時會將鑰匙一併交付給您，建議您可以將這些備用鑰匙存放在家門外安全的地方（例如車內、辦公室或請信任的親友代為保管），以備不時之需。

請問您目前使用的是哪一個品牌的電子鎖呢？如果您有任何關於安裝或操作的細節想了解，歡迎隨時告知。",False,0.5,0.5,0.5,1.0,1.0,0.7,回覆正確但未提及長輩備援與教學，且追問資訊未聚焦於最關鍵的品牌型號，未要求提供照片以利判斷。,
